Name,Link,Categories,Pricing,Platforms,Tags,Description
Fabric,http://www.tazman-audio.co.uk/,Sound System,"Free, Paid","Windows, Mac, Linux",Audio,Fabric provides a plethora of audio features and custom user interfaces that allow developers to design great audio. It’s nested component hierarchy allows users to create complex audio structures and combined with its event based system Fabric reduces the dependency on programmers giving more power to the sound-designers to work independently. Plugins available for Unity and Unreal.
Dolby Atmos,https://developer.dolby.com/,Sound System,Paid,"Windows, Mac",Audio,"Welcome to Dolby Developer, your hub for information, sample code and advice on how to best use Dolby technologies for your project.  Whether you're developing for web, mobile, PC or a console game Dolby Developer has the answers to your audio questions. Game Engine Sound Plugin."
Coherent Gameface,https://coherent-labs.com/products/coherent-gameface/,Middleware,Paid,"Windows, Mac, Linux",User Interface,"Use the best technology for rich and interactive UI, reduce development time, use the most powerful visual tools, and be in control with Coherent Gameface. Game Engine UI Plugin, HTML/CSS/JS."
Noesis GUI,https://www.noesisengine.com/,Middleware,"Free, Paid","Windows, Mac, Linux",User Interface,NoesisGUI is a lightweight cross-platform C++ game user interface library based on XAML and optimized for GPUs. Game Engine UI SDK.
Mercuna,https://mercuna.com/,Middleware,Paid,"Windows, Mac",Artificial Intelligence,"Mercuna specializes in powerful navigation middlewares for AI in games. Our products are suitable for flying, underwater, character, vehicle and animal AIs. Advance Plugins available for Game Engines."
Spiritai,https://www.spiritai.com/character-engine/,SDK,Free,"Windows, Mac",Artificial Intelligence,"Character Engine is an authoring tool and SDK for building AI-powered virtual characters. Conversations with virtual characters are driven using Natural Language Understanding, AI, and procedurally generated performances."
Kythera,https://www.kythera.ai/,Middleware,Paid,Windows,Artificial Intelligence,"Advance AI and Navigation middleware fro CryEngine, Lumberyard, or Unreal Engine"
Bink,http://www.radgametools.com/bnkmain.htm,Video Codec,Paid,Windows,Video,"Bink is the defacto video codec for games. It has been licensed for over 15,000 games on 14 different platforms!"
NexPlayerSDK,https://www.nexplayersdk.com/,SDK,"Trial, Paid","Windows, Mac",Video,Low Latency Video Player SDK
Genvidtech,https://www.genvidtech.com/,SDK,"Free, Subscription","Windows, Mac, Linux",Video,Genvid's SDK enables developers to create and deliver premium interactive broadcasts to livestreaming audiences.
Simul,https://simul.co/,API,Paid,"Windows, Mac",Environment,"trueSKY weather renderer is the ultimate turnkey solution for sky, cloud and weather. Plugins available for UE4, Unity or SDK | Click to Try for FREE."
Imgtec,https://www.imgtec.com/developers/,"SDK, API",Free,"Windows, Mac, Linux",Engineering,"SDK and tools, documentation and support from one of the world's largest engineering teams dedicated to graphics processor development. Mobile VR SDK."
Mod.io,https://mod.io/,"SDK, API, Plugin",Free,"Windows, Mac, Linux",Engineering,"Support modding on PC, console and mobile with mod.io, a platform which makes it easy to grow, manage and integrate UGC in-game, using our API, SDK and plugins for Unity, Unreal Engine and more."
Haden Aether Engine,https://www.hadean.com/aether-engine/features,SDK,Subsciption,Web,Engineering,"Aether Engine is a spatial simulation application. It dynamically scales, providing more computing power as simulations grow in complexity."
Facebook Games SDKs,https://developers.facebook.com/docs/games,SDK,Free,"Windows, Mac",Engineering,SDKs to integrate your games into the various Facebook Gaming platforms
GeForce NOW Developer Program,https://developer.nvidia.com/join-geforce-now-dev-program,SDK,Free,Windows,Networking,SDK for integrating your game with the GeForce NOW cloud gaming service
Raylib,https://www.raylib.com/,Library,Free,"Windows, Mac, Linux","Audio, Graphics, 2D, 3D, C",raylib is a simple and easy-to-use library to enjoy videogames programming.
SDL,https://www.libsdl.org/,Library,Free,"Windows, Mac, Linux","Audio, Graphics, 2D, 3D, C, C++","A cross-platform development library designed to provide low level access to audio, keyboard, mouse, joystick, and graphics hardware via OpenGL and Direct3D"
SFML,https://www.sfml-dev.org/,Library,Free,"Windows, Mac, Linux","Audio, Graphics, 3D, C++","composed of five modules: system, window, graphics, audio and network"
LWJGL,https://www.lwjgl.org/,Library,Free,"Windows, Mac, Linux","Graphics, 3D, Java","Library that enables cross-platform access to popular native APIs useful in the development of graphics (OpenGL, Vulkan), audio (OpenAL) and parallel computing (OpenCL) applications."
Kha,http://kha.tech/,SDK,Free,"Windows, Mac, Linux, iOS, Android, Web","Audio, Graphics, 2D, 3D, Haxe","Ultra-portable, high performance, open source multimedia framework. Targets all major operating systems and consoles."
