Name,Link,Categories,Pricing,Platforms,Tags,Description
ZBrush,http://pixologic.com/,"Model, Sculpt, Texture, Paint","Trial, Paid, Subscription","Windows, Mac",,"Find ZBrush Retailers, and stores that offer product sales, pricing and purchase."
Substance Painter,https://www.substance3d.com/products/substance-painter/,"Texture, Paint","Trial, Paid, Subscription","Windows, Mac, Linux",,Paint in 3D in real time
Houdini,https://www.sidefx.com/products/houdini/,"Model, Texture, Animate, Render, VFX, Terrain, Cloth, Hair","Free, Subscription, License","Windows, Mac, Linux",,"Houdini is built from the ground up to be a procedural system that empowers artists to work freely, create multiple iterations and rapidly share workflows with colleagues."
SpeedTree,https://store.speedtree.com/,Plant Generator,"Trial, Paid","Windows, Mac, Linux",,"The industry standard for 3D vegetation modeling in games. Tools include the SpeedTree Modeler, Compiler, and full source SDK."
World Creator,https://www.world-creator.com/,Terrain Generator,Paid,"Windows, Mac",,"World Creator is a real-time terrain generator and landscape generator, which is industry proven by many game, movie and artwork companies."
Ableton Live,https://www.ableton.com/en/,DAW,Paid,"Windows, Mac",,"Ableton makes Push and Live, hardware and software for music production, creation and performance. Ableton´s products are made to inspire creative music-making."
Avid Pro Tools,https://www.avid.com/en/pro-tools,DAW,"Free, Trial, Paid","Windows, Mac",,"Music software for Mac or Windows to create audio with up to 128 audio tracks. Pro Tools includes 60 virtual instruments (thousands of sounds), effects, sound processing, utility plugins, 1 GB of cloud storage and 75 individual plugins. Create, Collaborate. Be heard."
Presonus Studio One,https://www.presonus.com/products/Studio-One,DAW,"Free, Paid","Windows, Mac, iOS",,"Record, produce, mix, master, and perform all from a single, intuitive application. Designed with ease of use at its core, Studio One® 5 is your creative partner from studio to stage. "
FL Studio,https://www.image-line.com/fl-studio/,DAW,Paid,"Windows, Mac",,"FL Studio has inspired music producers over 20 years, from bedroom studios to creating musical masterpieces. Learn more about the Mixer, Piano roll, Instruments, Plugins and more."
DefleMask,http://deflemask.com/,Music Tracker,Free,"Windows, Mac, Linux",Retro Hardware Clone,DefleMask is a cross-platform chiptune music tracker. You can produce video game music for many soundchips and old school game-consoles and computers.
Bfxr,https://www.bfxr.net/,Video Game SFX,Free,"Windows, Mac, Web",,Sound-effects generation for your games.
Audacity,https://www.audacityteam.org/,Audio Editor,Free,"Windows, Mac, Linux",,"Welcome to AudacityAudacity® is free, open source, cross-platform audio software for multi-track recording and editing.Audacity is available for Windows®, Mac®, GNU/Linux® and other operating systems. Check our feature list, Wiki and Forum.Download Audacity 2.1.3Mar 17th, 2017: Audacity"
Audiokinetic Wwise,https://www.audiokinetic.com/products/wwise/,"Sound Engine, Authoring Tool","Free, Paid","Windows, Mac, Linux",,Audiokinetic Wwise - revolutionizing audio authoring and sound engine development tools for game developers and interactive media.
FMOD Studio,https://www.fmod.com/studio,"Sound Engine, Authoring Tool","Free, Paid","Windows, Mac, Linux",,"Made for games - FMOD Studio is fast, fluid and flexible software for creating adaptive music and sounds."
AWS Game Tech,https://aws.amazon.com/gametech/,Network,"Trial, Subscription",Web,"Game Server Hosting, Live Ops, Game Services, Game Analytics","Build faster, operate smarter, and create innovative games using Amazon Web Services (AWS). Use AWS with any platform, any genre, any engine — join for free."
Google Cloud Platform,https://cloud.google.com/solutions/gaming,Network,"Free, Subscription",Web,"Game Server Hosting, Game Services, Game Analytics",Discover Google Cloud solutions recommended for gaming companies.
Azure PlayFab,https://azure.microsoft.com/en-us/services/playfab/,Network,"Free, Subscription",Web,"Game Server Hosting, Live Ops, Game Services, Game Analytics","Azure PlayFab is the complete LiveOps back-end platform for building and operating live games. Get analytics, delivery across clouds, devices, and game engines."
deltaDNA,https://deltadna.com/,Game Analytics,"Trial, Subscription",Web,,Build intelligent long-term relationships with players using personalized engagement – powered by deep and rich data!
xsolla,https://xsolla.com/,Monetization Services,Royalty,"Windows, Mac, Linux, Web",,"Launch, monetize, and scale with Xsolla tools and services"
Accelbyte,https://accelbyte.io/,"Business, Network",Subscription,Web,"Live Ops, Game Services, Game Analytics","Find solution for User Account Management, Store & Payment, Profile & Progression, Lobby & Matchmaking, Social, Game Telemetry and Analytics, Launcher & Patcher, Augment, Crash Report, Dedicated Server Manager"
Webflow,https://webflow.com/,"Website Maker, Website Hosting, Domain Name Registar","Free, Trial, Subscription",Web,,"Build responsive websites in your browser, then launch with our world-class hosting or export your code. Discover the professional website platform built for your business."
Netlify,https://www.netlify.com/,"Website Hosting, Domain Name Registar","Free, Subscription",Web,,"Deploy modern static websites with Netlify. Get CDN, Continuous deployment, 1-click HTTPS, and all the services you need. Get started for free."
Porkbun,https://porkbun.com/,"Domain Name Registar, Website Hosting, Email Hosting",Subscription,Web,,"Porkbun is an amazingly awesome ICANN accredited domain name registrar based out of the Pacific Northwest. We're different, we're easy, and we're affordable. Use us, you won't be sorry. If you don't use us we'll be sad, but we'll still love you."
Slack,https://slack.com/,Communication,"Free, Subscription","Windows, Mac, Linux, iOS, Android, Web",,"Unlike email, conversations in Slack are easy to follow. And they’re more than conversations — you can make calls, share files, and even connect with other apps."
Discord,https://discord.com/,Communication,"Free, Subscription","Windows, Mac, Linux, iOS, Android, Web",,"Discord is the easiest way to talk over voice, video, and text. Talk, chat, hang out, and stay close with your friends and communities."
Microsoft Teams,https://products.office.com/en-us/microsoft-teams/,Communication,Subscription,"Windows, Mac, Linux, iOS, Android, Web",,"Microsoft Teams is the hub for team collaboration in Microsoft 365 that integrates the people, content, and tools your team needs to be more engaged and effective."
Trello,https://trello.com/en,Task Management,Free,Web,,"Infinitely flexible. Incredibly easy to use. Great mobile apps. It's free. Trello keeps track of everything, from the big picture to the minute details."
Atlassian JIRA,https://www.atlassian.com/software/jira,"Task Management, Bug Tracking","Free, Trial, Subscription",Web,,"Plan, track, and manage your agile and software development projects in Jira. Customize your workflow, collaborate, and release great software."
Microsoft Azure Devops,https://azure.microsoft.com/en-us/services/devops/,"Task Management, Bug Tracking","Free, Subscription",Web,,"Plan smarter, collaborate better, and ship faster with Azure DevOps Services, formerly known as Visual Studio Team Services. Get agile tools, CI/CD, and more."
Microsoft Office 365,https://products.office.com/en-us,"Office Software, Collaboration, Cloud Storage","Free, Trial, Subscription, Paid","Windows, Mac, iOS, Android, Web",,Microsoft 365 now has all your favorite Office 365 apps in one place. Enjoy new levels of productivity and collaboration with powerful Microsoft 365 tools.
Google Drive,https://www.google.com/drive/,"Collaboration, Cloud Storage","Free, Subscription","iOS, Android, Web",,"Safely store and share your photos, videos, files and more in the cloud. Your first 15 GB of storage are free with a Google account."
Atlassian Confluence,https://www.atlassian.com/software/confluence,"Collaboration, Cloud Storage","Free, Subscription","iOS, Android, Web",,"Confluence is a team workspace where knowledge and collaboration meet. Trusted for documentation, decisions, project collaboration &amp; Jira integrations. "
GitHub,https://github.com/,VCS Hosting,"Free, Subscription",Web,Git,"GitHub is where over 50 million developers shape the future of software, together. Contribute to the open source community, manage your Git repositories, review code like a pro, track bugs and feat..."
Assembla,https://www.assembla.com/home,VCS Hosting,Subscription,Web,"Perforce, Git, SVN","Secure Git, software development and source code management in the cloud. Assembla is the only multi-repository platform in the world offering Git, Perforce and NextGenSVN in the cloud."
Sourcetree,https://www.sourcetreeapp.com/,VCS GUI,Free,"Windows, Mac","Git, Mercurial",A Git GUI that offers a visual representation of your repositories. Sourcetree is a free Git client for Windows and Mac.
Adobe Premiere Pro,https://www.adobe.com/products/premiere.html,Video NLE,"Trial, Subscription","Windows, Mac",,"Use Adobe Premiere Pro, the industry-leading video editor. Edit visually stunning videos, and create professional productions for film, TV, web, and more!"
DaVinci Resolve,https://www.blackmagicdesign.com/products/davinciresolve/,Video NLE,"Free, Paid","Windows, Mac, Linux",,"DaVinci Resolve is the world’s only solution that combines editing, color correction, visual effects, motion graphics and audio post production all in one software tool! Its elegant, modern interface is fast to learn and easy enough for new users, yet powerful for professionals."
OBS,https://obsproject.com/,"Screen Record, Stream",Free,"Windows, Mac, Linux",,"OBS (Open Broadcaster Software) is free and open source software for video recording and live streaming. Stream to Twitch, YouTube and many other providers or record your own videos with high quality H264 / AAC encoding."
ESA Trends,https://www.theesa.com/esa-research/2020-essential-facts-about-the-video-game-industry/,Trend Info,Free,Web,,The Entertainment Software Association's annual research report discovers who plays video games--it may not be who you think.
PcPartPicker,https://pcpartpicker.com/,Business,Free,Web,,Pick parts. Build your PC. Compare and share.
Epic Mega Grant,https://www.unrealengine.com/en-US/megagrants,Funding,Free,Web,,"Epic Games has committed $100 million to support game developers, enterprise professionals, media and entertainment creators, students, educators, and tool developers doing amazing things with Unreal Engine or enhancing open-source capabilities for the 3D graphics community. Show us your projects and you could earn a financial grant to help fuel your success!"
Kickstarter,https://www.kickstarter.com/,Crowdfunding,Royalty,Web,All-or-Nothing,"Kickstarter exists to help bring creative projects to life. A home for film, music, art, theater, games, comics, design, photography, and more."
Patreon,https://www.patreon.com/,Crowdfunding,Royalty,Web,,"Patreon is a membership platform that makes it easy for artists and creators to get paid. Join over 200,000+ creators earning salaries from over 4 million monthly patrons."
Global Game Jam,https://globalgamejam.org/,Jam,Free,Web,,"The Global Game Jam® (GGJ) is the world's largest game creation event taking place around the globe, typically at physical locations."
Ludum Dare,https://ldjam.com/,Jam,Free,Web,,Ludum Dare is an online event where games are made from scratch in a weekend.
