Name,Link,Categories,Pricing,Platforms,Tags,Description
GDC,https://www.youtube.com/channel/UC0JB7TSe49lg56u6qH8y_MQ,YouTube,Free,Web,,"Welcome to the GDC YouTube channel, where you'll find clips and full length videos from GDC."
Mason Miller,https://www.youtube.com/channel/UCIr5cIzrkBIOwMCxJVJOx7Q,YouTube,Free,Web,,"All about video games, why they're awesome, and how they work."
Matthewmatosis,https://www.youtube.com/channel/UCb_sF2m3-2azOqeNEdMwQPw,YouTube,Free,Web,,"In-depth games reviews and analysis, nothing more; nothing less."
Noah Caldwell-Gervais,https://www.youtube.com/channel/UC5CYeHPLer3lbEhgonvbbAA,YouTube,Free,Web,,"In-depth gaming reviews, mostly whole-franchise retrospectives or comparative reviews. "
Sunder,https://www.youtube.com/channel/UCYwIcyCwXZ--FR0iZ593uBA,YouTube,Free,Web,,My name is Sunder and I make gaming videos ranging from detailed level-design analysis to entertaining reviews! I strive to make things that I'm passionate about.
Super Bunnyhop,https://www.youtube.com/channel/UCWqr2tH3dPshNhPjV5h1xRw,YouTube,Free,Web,,"Welcome to Super Bunnyhop, where we make pseudo-journalistic content about video games! Your host: George Weidman Updates on Thursdays (sometimes Fridays)"
Turbo Button,https://www.youtube.com/channel/UCWPTiFpzm8559H-9Err59gw,YouTube,Free,Web,,Just some guy pretending to know things about video games.
What's With Games,https://www.youtube.com/channel/UC-qto1ZFcRtvuL_PUIiC3Qg,YouTube,Free,Web,,What's With Games is a YouTube Channel in which CJ analyzes some feature of games and tells you just what's with it.
Writing on Games,https://www.youtube.com/channel/UCPlWv88ZRMxCcK3BGjrX7ew,YouTube,Free,Web,,"In-depth analysis and opinion pieces on games, their designs and their narratives."
Core-A Gaming,https://www.youtube.com/channel/UCT7njg__VOy3n-SvXemDHvg,YouTube,Free,Web,,Videos about fighting games.
Math for Game Developers,https://www.youtube.com/playlist?list=PLW3Zl3wyJwWOpdhYedlD-yCB7WQoHf-My,YouTube,Free,Web,,"Math and video games and whatever else I feel like making a video about. "
Pixel Prospector,http://www.pixelprospector.com/,,Free,Web,,Helpful guides to all things indie dev
Amit's Game Programming Information,http://www-cs-students.stanford.edu/%7Eamitp/gameprog.html,,Free,Web,,Helpful Guides for Programming Games
GameDev.Net,https://www.gamedev.net/articles/,,Free,Web,,A collection of articles that provide tips and guides on various game development topics
Game Program Patterns,http://gameprogrammingpatterns.com/contents.html,,Free,Web,,Book on the Design Patterns for Programming Games
Easings.net,https://easings.net/,,Free,Web,,"Objects in real life don’t just start and stop instantly, and almost never move at a constant speed. When we open a drawer, we first move it quickly, and slow it down as it comes out. Drop something on the floor, and it will first accelerate downwards, and then bounce back up after hitting the floor."
Indie Boothcraft,https://indieboothcraft.com/,,Free,Web,,"We know it's not easy to make a game, let alone market that game on tight deadlines, small budgets, and little sleep. Indie Boothcraft is our humble attempt to help indies do well at conventions."
GDC Vault,https://gdcvault.com/,,"Free, Subscription",Web,,An archive of videos and powerpoint slides from previous GDC talks and panels.
Take This,https://www.takethis.org/,,Free,Web,,Mental Health Organization
IGDA Resources,https://igda.org/resources/,,Free,Web,,A collection of articles about a variety of topics focused on the Games Industry and game development
Jason Schreier,https://jasonschreier.com/,,"Free, Paid",Web,,"Games Journalist and author of Blood, Sweat, and Pixels. Uncovers stories on games production"
Indie Game Business Webinar,https://www.powellgroupconsulting.com/webinars/,,Free,Web,,"The Powell Group is a full service consultancy led by a CEO with over two decades of experience in the game industry. Since 2010 we have been helping developers, publishers, technology companies, conferences, and others grow and succeed in the world of video games. "
"Business of Indie Games ",https://www.businessofindiegames.com/,,Free,Web,,"The Business of Indie Games Virtual Summit. How to Thrive in the Strategy, Finance & Marketing of Video Games. Join 5-Day Virtual Summit Focusing on Strategy, Money, Marketing, New Indie Devs & 1 Day Dedicated to Mobile Game Dev. Podcasts about the Business and Marketing of Indie Games."
gameindustry.biz Academy,https://www.gamesindustry.biz/academy,,Free,Web,,Collection of Articles with topics and interviews about running a games studio.
Lost Garden,https://lostgarden.home.blog/,Blog,Free,Web,,"Collection of Essays on Game Design, Art, and Business"
VG Insigths Articles,https://vginsights.com/insights/articles,Blog,Free,Web,,Small Collection of Articles about indie marketing
Moonlight Game Devs,https://moonlightgamedevs.com/,Blog,Free,Web,,"Where Game Developers share their Stories, Guides and Lessons learned. A Blog and Podcast site focused on indie game development."
Xbox Accessibilty Guidelines,https://docs.microsoft.com/en-us/gaming/accessibility/guidelines,Accessibility,Free,Web,,Game development documentation for creating accessible games.
Game Accessibility Guidelines,http://gameaccessibilityguidelines.com/,Accessibility,Free,Web,,A list of guidelines to make your game more accessible to players
Accessible Player Experiences,https://accessible.games/accessible-player-experiences/,Accessibility,Free,Web,,"The future of Game Accessibility is AbleGamers Accessible Player Experience (APX). 22 design patterns that give you the tools to make accessible games, without the creative limitations that come from standards and guidelines."
IGDA Games Accessibility SIG,https://igda-gasig.org/,Accessibility,Free,Web,,"The IGDA Game Accessibility Special Interest Group IGDA-GASIG volunteers have worked since 2003 to aid the game industry in making games accessible for all, regardless of impairments or other limitations."
CVAA,https://www.fcc.gov/consumers/guides/21st-century-communications-and-video-accessibility-act-cvaa,Accessibility,Free,Web,,The Twenty-First Century Communications and Video Accessibility Act (CVAA) updates federal communications law to increase the access of persons with disabilities to modern communications. The legal requirements in the USA for accessibility of communications. Applies to games with in-game chat or VoIP.
Three Hundred Mechanics,http://www.squidi.net/three/index.php,,Free,Web,,A Site dedicated to documenting 300 different game mechanics
UE4 Resources,https://ue4resources.com/,,Free,Web,,A collection of Unreal Engine projects and plugins meant to be a learning resource
Indie Access,https://modusgames.com/indie-access/,,Free,Web,,"Your guide to independent game development and publishing. At Indie Access you'll find best practices, how-tos and Q&As regarding some of the most relevant topics in game development and publishing."
Ctrl+Paint,https://www.ctrlpaint.com/,,Free,Web,,Digital Painting Tutorials for Beginners
Matthew Ventures Tutorials,http://www.mrventures.net/gamedevlearn.html,Career,Free,Web,,"Guide on making a Resume, Game Engineer Interview Study Sheet, and breaking into the Games Industry (https://tinyurl.com/hackingGamesV2)"
Game Career Guide,https://www.gamecareerguide.com/,Career,Free,Web,,Postmortems and career advice for the games industry
