Name,Link,Categories,Pricing,Platforms,Tags,Description
Team 17,https://www.team17.com/submit-a-game/,"PC, Console, Mobile, Web",,,UK,We love to work with passionate people who want to create & bring great gaming experiences to gamers. If you have a great idea you want to show us then submit a game here.
Serenity Forge,http://serenityforge.com/publishing,"PC, Console",,,,"Serenity Forge Publishing Serenity Forge's vision of creating meaningful games extends to our publishing branch. We like games that strongly express its creator's values, whether it be through gameplay, story, art, or other elements. Our relationships with our developer partners are always customized based on their needs. We're here to bring your vision to reality."
Boombit,https://boombit.com/publish-with-us/,Mobile,,,,Are you driven by Creativity? Passion? Hunger for Success? Well you found a home. Here at BoomBit we share these ethos and want to team up with you to make dreams come true.
Noodlecake,http://www.noodlecake.com/publishing/,Mobile,,,Canada,We make games beccause we love them but we also help to bring the games that other developers make to a larger audience.
Kongregate,https://developers.kongregate.com/publishing/,"Mobile, Web",,,USA,Kongregate is a leading mobile games publisher specializing in F2P (free to play) games.
Starbreeze,https://www.starbreeze.com/publishing/,"PC, Console",,,,"Starbreeze Studios has been publishing titles since 2016. The first title was made by Canadian independent developer Behaviour Interactive. The game was Dead by Daylight. Since then, Starbreeze Studios have signed projects with respected independent developers."
Chucklefish,https://chucklefish.org/submit/,"PC, Console, Mobile",,,UK,"We are an independent game developer and publisher, based in London, UK, with a love of charming pixel art and a drive to support and create amazing games."
Nicalis,https://www.nicalis.com/about,"PC, Console",,,,"You may know us as the publisher of some of your favorite games. We're also a game developer and our current staff has decades of combined experience in creating fun video games, and in helping game creators to reach more players."
AdultSwimGames,https://www.adultswim.com/games/about,"PC, Console, Mobile",,,,"Adult Swim Games, based out of Atlanta, oversees the production, publishing and marketing of original games created by independent developers from around the world."
TinyBuild,http://www.tinybuild.com/contact,"PC, Console, Mobile, Web",,,USA,"tinyBuild is an indie game developer and publisher known for Punch Club, Clustertruck, SpeedRunners, Hello Neighbor and more"
FGL,https://www.fgl.com/,Mobile,,,USA,"You make awesome mobile games. We make them grow, monetize and succeed. FGL manages over 2,500 mobile apps. Let us help make yours a success too."
RawFury,https://rawfury.com/about/,"PC, Console",,,Sweden,Raw Fury is a (un)publisher. We don’t care about genres or mechanics. We care about experiences and emotions. And we want to help developers make magic.
PQube,https://pqube.co.uk/our-services/,"PC, Console",,,UK,"As a leading international creator, publisher, and distributor of interactive entertainment we are passionate about what we do."
Good Shepard Entertainment,https://www.goodshepherd.games/contact.html,"PC, Console",,,,"An unusual name for an unusual company, but one that fits our philosophy. With a team of diverse, highly skilled individuals, we strive to create and publish games that are truly memorable and fun – games we believe in."
Reliance Games,https://www.reliancegames.com/,Mobile,,,,"From conceptualising to creating, from publishing to marketing, from sponsorships to third party partnerships -we are equipped with the work force, both, qualified and ready for everything that's required to make any game 'The Game'."
Gaijin Entertainment,https://gaijinent.com/en/incubator/,PC,,,,"InCubator is a platform and a set of basic services for developers to create online games: authorization (using the Gaijin.Net Passport), purchase (using the Gaijin.Net Store), version downloading (using the Gaijin Delivery Network and Gaijin Application Manager) plus more, on all platforms."
Handy Games,https://handy-games.com/en/publishing/,"PC, Console, Mobile",,,Germany,HandyGames operates as an international publisher for small and mid-sized projects for a worldwide audience.
Daedalic Entertainment,https://www.daedalic.com/about-us,"PC, Console",,,Germany,"We market high-quality games worldwide as publisher or co-publisher. We take projects from conception to release and beyond. Together with our partners we help make innovative game concepts and promising projects a reality. Our years of experience make Daedalic an ideal global publishing-partner for online, offline and mobile games."
Maximum Games,https://www.maximumgames.com/about-us/,"PC, Console",,,USA,"Maximum Games is the fastest growing top 20 publisher in the industry today. Founded in 2009, we bring together a team of industry veterans who are fully committed to the never-ending pursuit of great titles and inspired partners who dream to bring unique and memorable experiences to gamers worldwide."
6 Waves,https://www.6waves.com/,Mobile,,,China,"Since 2008, 6waves has been a leading publisher of social games. We are one of the top mobile game publishers in tier one markets like Japan, US, Hong Kong, and Taiwan."
Indie Champions,https://indiechampions.com/about.html,"Mobile, VR",,,,Indie Champions is a dedicated industry-experienced group led by Colin MacDonald. It is able to tap into the resources of a much larger media organisation offering support at every stage in a game's lifecycle.
Forever Entertainment,"https://forever-entertainment.com/for-developers,8,en",Console,,,Poland,"Forever Entertainment S.A. will cooperate with game developers and developer teams which have interesting game concepts for PC, consoles, and mobile devices. We offer financial support, production support, as well as advertising and promotion of games in the most popular distribution channels."
Lab Cave,https://labcavegames.com/,Mobile,,,,"Lab Cave by SunMedia is a mobile growth company offering ASO, Publishing, Acquisition, Monetization and Analytics services for mobile apps and games."
MixedBag,https://mixedbag.it/business/,"PC, Mobile",,,Italy,"MixedBag is also helping other small studios in bringing their PC / mobile games to new platforms, providing porting and publishing services."
PlayStack,https://www.playstack.com/,"PC, Console, Mobile",,,UK,"Playstack can offer that support in three key ways; end-to-end funding, publishing expertise, and tech to build a strong gamer audience and community."
1C Entertainment,https://www.1cpublishing.eu/about,"PC, Console, Mobile",,,Czech Republic,"1C Publishing EU - The Official Website of 1C Publishing EU. Find information about your favourite games like King's Bounty or Men of War along with new screenshots, artworks and trailers."
Dear Villagers,https://dearvillagers.com/publishing/,"PC, Console",,,France,"Dear Villagers is the publishing branch of Plug In Digital, one of the leaders in game distribution. Our strong worldwide partners network allows us to help our studios’ projects reaching a full new ambition: more visibility, easy console releases, new markets opportunities, brand partnerships."
Strelka Games,https://www.strelkagames.com/micropublishing,"PC, Console",,,Italy,"We are a small independent videogame firm.
We like experimenting, playing with everything that comes into our hands and –obviously–  dogs. Are you a small videogame firm or a publisher interested in the next big thing? We should talk about that!"
Modularity,https://modularity.games/,PC,,,,"Hand picked video games, forged by modders and published with purpose from the creators of ModDB and IndieDB"
Devolver Digital,https://www.devolverdigital.com/static/about/,"PC, Console, Mobile",,,USA,"Compact and powerful, our team of industry veterans and pioneers possess the knowledge, resources, and passion to turn projects of all sizes into a smashing success. Whether your project needs our help from the initial concept phase, or it just needs a good kick in the pants on its way out the door, we are here to help."
Versus Evil,http://versusevil.com/about/,"PC, Console, Mobile, Web",,,USA,"Versus Evil is a video game publisher whose sole focus is to publish indie games. Publishing games on all major mobile, PC and next gen consoles, Versus Evil works with indie studios around the world in North America, South America and Europe.  Their suite of games span many different genres, platforms and business models."
Yodo1,https://developer.yodo1.com/en/developer-portal-home/mobile-publishing/,Mobile,,,China,"Publish your Mobile game with Yodo1 providing turnkey consulting and services for your games in China, the largest market in the world, and globally."
Ketchapp Games,http://www.ketchappgames.com/,Mobile,,,France,Partner with Ketchapp and be part of our success-story! - Submit your games
Playdigious,https://playdigious.com/about/,"PC, Console, Mobile",,,France,"Playdigious is a publisher with in-house porting capacity working on high quality indie games on mobile, consoles and PC."
Sodesco,http://soedesco.com/about/,"PC, Console",,,Netherlands,SOEDESCO is a worldwide publisher of both digital and physical games on multiple platforms. We have been active in the game industry since 2002 and ventured into publishing in 2014.
Hound Picked Games,https://www.houndpicked.com/submit-your-game/,"PC, Console",,,,Interested in Hound Picked Games publishing your indie game? Simply fill out the form & we'll be in touch as soon as we've checked out your labour of love.
Blowfish,https://www.blowfishstudios.com/,"PC, Console, Mobile, VR",,,Australia,"Making fun and exciting games for virtual reality, consoles, mobile, and PC."
Ludus.Games,http://ludus.games/,"PC, Console, Mobile",,,,We help our Indie Dev Partners as agents or publishers in the process of commercialization of their video games into the general market.
Curve Digital,http://www.curve-digital.com/en-gb/partner/,"PC, Console",,,UK,Curve Digital's mission is simple: Develop and publish great video games. Our office in central London is home to a bunch of talented and passionate people who've been making games for a long time.
Playism,https://playism.com/page/about,"PC, Console, Mobile",,,Japan,PLAYISM is a PC gaming platform used to distribute original and creative works from all over the world to Japan.
Crazy Labs,https://www.crazylabs.com/publishing/,Mobile,,,Israel,We are a Top 10 mobile games developer and publisher of Hyper-Casual mobile games. We provide complete guidance and know-how to developers who are looking to publish their game.
Natsume Inc,https://community.natsume.com/?page_id=72,"Console, Mobile",,,USA,"Developers and publishers of family friendly games since 1995, including Reel Fishing, Harvest Moon, and the Gabrielle series."
The Awesome Guys,https://thoseawesomeguys.com/publishing/,"PC, Console",,,,Those Awesome Guys is a small independent video game developing “studio” formed out of people from around the world with the purpose of being the developers and publishers we’d support as gamers.
Limited Run Games,https://limitedrungames.com/pages/developers,Console,,,,"Publishes upcoming digital-only PS4, PC, or Nintendo Switch titles as a Limited Run physical release."
1st Press Games,https://firstpressgames.com/,Console,Germany,,,"Physical high quality releases of video games and soundtracks. For Playstation 4, Nintendo Switch and PC."
Dagen Entertainment,https://pitch.dangenentertainment.com/,"PC, Console",,,Japan,"We at DANGEN ENTERTAINMENT wear many hats, but our most important role is to help deliver a multitude of great games to as many gamers as possible."
GameraGame,http://www.gameragame.com/,PC,,,,Publish game in China
Intragames,https://intragames.co.kr/,"PC, Console",,,,"We have more than 10 years of solid experience in game publishing, distribution, and Indie game funding and our goal is to be a company be loved by gamers through delivering our passion and pride of the games."
Bluestacks,https://www.bluestacks.com/promote-your-game.html,Mobile,,,,Promote your Android game to users of the Bluestacks app
Merge,https://www.mergegames.com/hey-devs,"PC, Console",,,Australia,"At Merge we publish games that we think are freaking amazing, games that we would love to play ourselves, games we want to enjoy with our best friends, games that we’ll remember playing long after we’ve put a controller down."
Signature Edition,https://signatureeditiongames.com/pages/developers,"PC, Console",,,,"Signature Edition Games is part of Merge Games, a UK-based indie developer. We are always looking for opportunities to put great PS4, Nintendo Switch, Xbox One and PC titles in a collectors’ edition box. We’ve got global experience in both digital and retail would love to talk to you about creating addition revenue streams for your game too."
Irregular Corporation,https://theirregularcorporation.com/developers/,"PC, Console",,,UK,"We’re always on the hunt for new titles from talented teams. If you’ve got a game in development and you think we could help with it, we’d love to hear from you."
Coffee Stain,https://www.coffeestainpublishing.com/,"PC, Console",,,Sweden,Our mission is simple: Enabling unique games live up to their full potential.
Super!com,https://super.com/publishing/,"PC, Console",,,,We're here to help developers sell their games and grow their business. Full-Scale Publishing is a comprehensive service package combining broad and effective marketing support with in-depth project consultation.
Green Man Gaming,https://corporate.greenmangaming.com/,"PC, Console",,,,"Whether you’re in need of a publisher, a partner or a store, we’ve got the expertise, tools and people you need to navigate the ever-evolving games industry."
Fanatical,https://www.fanatical.com/en/about-us,PC,,,,"We're on a mission to help gamers from all over the world find amazing games at amazing prices. Fanatical lets you quickly find what you want from a selection of over 7,000 officially licensed digital games from over 1000 publishers."
Lion Studios,https://lionstudios.cc/game-submissions/,Mobile,,,USA,Want Lion Studios to publish your game? Tell us more about it by filling out this game submission form!
Kwalee,https://www.kwalee.com/publish-with-us/,Mobile,,,UK,"Make hypercasual mobile games? Looking for a publisher with top-class user acquisition, monetisation and game design? Your chart-topping story starts here!"
Huuuge,https://huuugepublishing.com/,Mobile,,,Poland,"We deliver the full power of Huuuge resources, experience and know-how to grow your F2P mobile game to the next level! "
Tamatem,https://tamatem.co/publishing/,Mobile,,,USA,Solutions to grow your game and enter the fastest growing market in the world.We can help you rise to the top in the MENA region on both stores.
Headup,https://www.headupgames.com/index.php#headup-aboutus,"PC, Console, Mobile",,,Germany,"Headup is a hybrid games publishing and development company providing playersworldwide withthe best content in the independent gaming sector. Active on all major platforms such as consoles, mobile devices and PC, the company has released over 100 titles since its establishment in 2009."
Voodoo,https://www.voodoo.io/publishing,Mobile,,,France,Make the next hit game. We give the keys to studios from all sizes and all around the world to create the next Hit game
Nanovation,http://www.nanovationlabs.com/,Mobile,,,USA,"NANOVATIONLABS is a mobile publisher located in SIlicon Valley, California.
Our focus is on publishing high quality games."
Zeptolabs,https://publishing.zeptolab.com/,Mobile,,,Russia,"Our core values — Fun, Innovation and Quality — have helped us successfully redefine mobile gaming. After releasing such global hits as Cut the Rope and King of Thieves, we continue our search for unique, compelling and long-lasting player experiences."
Miniclip,https://corporate.miniclip.com/developers/,"Mobile, Web",,,Switzerland,"Get your games in front of millions of players! Miniclip works with developers to showcase the best in Mobile games. Whether you are designing your game alone or as part of a talented group of developers, we are THE destination."
Apptutti,https://corporate.apptutti.com/,Mobile,,,China,The quickest way to Publish Mobile Apps and Games in China. Free Game publishing in china. 3 Chinese app stores for free. Get your game published in under 10 days.
Playlab,https://www.pocketplaylab.com/,Mobile,,,Thailand,Playlab is a leading game developer & publisher that's grown from six passionate gamers to a team of 100+ gaming fanatics striving to create the best games.
GameHouse,https://www.gamehouse.com/about-us,"PC, Mobile, Web",,,Netherlands,Thousands of Games - One Subscription - Welcome to GameHouse
Habby,https://www.habby.fun/,Mobile,,,Singapore,"Habby brings together a team of global and experienced professionals to form a new startup game publishing house. We’re on the hunt for indie titles to publish globally on mobile platforms (iOS, Android)."
N3twork,https://scale.n3twork.com/publishing/,Mobile,,,USA,N3TWORK Scale Platform combines the superior tools and UA expertise that help us grow all our games at N3TWORK.
Reverb,http://reverbinc.com/,Mobile,,,USA,"With over a decade of experience in the Interactive Entertainment industry, Reverb has cemented itself as one of the leading companies in the video game sphere."
Galactic Thumb,https://galacticthumb.com/,Mobile,,,Canada,Making fun hyper-casual games.
Fellow Traveller,https://fellowtraveller.games/about-us/,"PC, Console, Mobile, VR",,,Australia,An indie games label exploring the possibility space of what narrative games can be. We seek out and partner with pioneering game developers working on unusual games with narrative at their core.
FunPlus,http://www.funplus.com/en/portfolio/,Mobile,,,China,FunPlus is a global premier developer and publisher of interactive entertainment in the industry. Our goal is to create the most refined games and entertain experiences for all the users.
HeroCraft,https://www.herocraft.com/,"PC, Console, Mobile",,,Russia,Our extensive experience guarantees that real experts will be working on your game.
ZillionWhales,https://zillionwhales.com/,"PC, Console, Mobile",,,UK,We see our mission to bring true RTS game experience to consoles and mobile platforms. We are happy to collaborate with other game developers who are working on strategy games and we also could offer them our expertise and publishing service.
GAMEVIL,https://gamevil.com/company/publishing,Mobile,,,USA,Global Mobile Game No. 1 GAMEVIL! Check out our top games and latest news!
G5 Games,https://www.g5e.com/developers/publishing,"PC, Console, Mobile, Web",,,Sweden,"G5 Entertainment The Developer and Publisher of Casual and Free-to-Play games for iPhone, iPad, Android, Google Play, Kindle Fire, Windows and Mac"
Renatus,https://renatus.com/our-services,Mobile,,,USA,"Publish your games with Renatus Media, LLC - successful game publishing company, targeting world's leading mobile and social application platforms: iOS, Android, Amazon, Facebook. Renatus offers cooperation to independent game studios and game development companies worldwide. We are experts in game app marketing, game analytics, game monetization strategy. Read latest game news and news about games by Renatus on our website, play top mobile games, top social games, featured games apps, discover new games releases. Meet Renatus team at events for game developers"
Homa Games,https://homagames.com/,Mobile,,,France,We are building a team of extraordinary individuals working together to build apps which entertain the world!
SayGames,https://saygames.by/,Mobile,,,Belarus,Mobile games publisher
Tastypill,https://tastypill.com/,Mobile,,,USA,"Here at Tastypill, our focus is to work closely with development teams using a data driven approach to produce top charting games, together."
Good Job Games,https://goodjobgames.com/,Mobile,,,Turkey,Good Job Games works with both Android and iOS developer community to develop and publish useful apps and funny games.
Green Panda Games,https://greenpandagames.com/en,Mobile,,,France,"Leading mobile games publisher. Team of passionate mobile experts located in Paris, dedicated to publishing hyper-casual games."
Amanotes,https://amanotes.com/,Mobile,,,Vietnam,Amanotes is a fast-growing app publisher with global aspirations. We seek to delight people with magical musical experiences.
Appsolute Games,http://www.appsolutegames.com/,Mobile,,,USA,We publish the best mobile games!
Ayopa Games,http://www.ayopagames.com/,Mobile,,,USA,Helping to maximize exposure for indie game developers across the globe.
ZPlay,https://www.zplay.com/,Mobile,,,China,We bring your game to worldwide massive players. We help you reach China audience.
PlayPlayFun,https://playplayfun.com/developers-feature-and-promote-your-games/,"Mobile, Web",,,Singapore,Promote your games and apps with PlayPlayFun for free. Showcase your games with us! We improve the chance of your games or apps to be discovered.
Flaregames,https://www.flaregames.com/publishing/,Mobile,,,Germany,"Our publisher mission is to provide the scale, marketing, infrastructure and free-to-play expertise that you need to bring your mobile gaming masterpiece to the masses. Find out more about our game publishing process."
Nkidu Games,http://nkidu.com/,PC,,,USA,"Making games independently is no easy task, and we’re here to help make your game as good as it can be."
Gismart,https://gismart.com/publishing/,Mobile,,,UK,We are ready to invest up to $1 million in high-potential mobile projects to help them reach a world-class level.
iDreamSky,http://www.idreamsky.com/en/contactUs/,Mobile,,,China,Exclusive publisher of hit mobile games in China.
Mode7,https://www.mode7.games/,PC,,,UK,Mode 7 is an award-winning indie game publisher based in the UK.
No More Robots,https://nomorerobots.io/contact-get-in-touch/,"PC, Console",,,UK,Looking for Descenders support? Has general inquires or publishing inquires? Get in touch! We'd love to hear from you. Contact us though our emails.
777 Studios,http://777studios.net/,PC,,,USA,Developer and Publisher of Quality PC Simulation Products
2Awesome Studio,http://www.2awesomestudio.com/about.html,"PC, Console",,,Netherlands,"We have founded the studio with the objective to create and publish awesome games on all platforms. Since the studio creation in 2014, we have won several international awards and have released multiple games in all consoles in digital as well as physical editions."
2tainment,https://www.2tainment.com/aboutus/,"PC, Console",,,Germany,"2tainment draws upon a global network with relevant experience in finance, development and marketing."
Abylight Studios,http://abylight.com/about-us/,"Console, Mobile",,,Spain,"Abylight Studios is a digital entertainment company with a career that goes back to 2004, when it started developing video games. In 2009 begun its path as video game digital publisher, first with its own developed productions but soon after also for third companies"
Aksys Games,http://www.aksysgames.com/aboutus/,"PC, Console",,,USA,Specialize in localizing Japanese games.
Alawar,https://company.alawar.com/en/developers/,"PC, Console, Mobile",,,Russia,"Are you developing an interesting midcore game for PC, Mobile, Consoles or any other platform? Alawar offers you a mutually beneficial cooperation in publishing and distribution of your future hit!"
Alliance Games,https://www.alliance.games/about,PC,,,USA,"Alliance specializes in game development, publishing in both digital & physical formats, and retail distribution. We believe in fully supporting development teams so they have the freedom to innovate, take risks, and make great games."
All in! Games,https://www.allingames.com/submit-game/,"PC, Console",,,Poland,"We finance the further development of projects, take care of marketing, and make sure that your game reaches players."
Alternative Soft,http://www.alternativesoft.co.uk/3rdParty.html,"PC, Console, Mobile",,,UK,"Alternative Software Limited is a long established, leading independent publisher, developer and distributor of games, for Console, PC, Mac, Mobile and Tablet."
"Annapurna Interactive ",https://annapurnainteractive.com/about,"PC, Console",,,USA,"Annapurna Interactive is a video game publisher based in Los Angeles, California. contact@annapurnainteractive.com"
Another Indie,https://anotherindie.com/about/,"PC, Console",,,Ireland,We’re AnotherIndie. We have one goal; to get the best indie games to as many people as humanly possible. We believe that language and geography shouldn’t be an obstacle to gamers who want to enjoy the best that the world has to offer.
Art Games Studio,https://art-games.com/,"PC, Console",,,Poland,"Art Games Studio S.A. (dawniej: Big Flat Potato S.A.) został założony w lipcu 2017 r. przez Ultimate Games S.A., spółkę notowaną na rynku GPW w Warszawie."
Artifex Mundi,https://www.artifexmundi.com/faq/,"PC, Console, Mobile",,,Poland,"We’re one of the world’s biggest developers and publishers of fabulous games, with 90 people at Artifex Mundi who live and breathe video games. We have a plan for growth and it’s a good one."
Asiasoft,https://www.asiasoft.net/en-sea/business/,"PC, Mobile",,,Thailand,Business asiasoft A leading online gaming and digital entertainment company that provides an established platform. Publish your game in Southeast Asia.
Astragon,https://www.astragon.de/en/company/services/,"PC, Console",,,Germany,"Astragon is widely known as a successful publisher of sophisticated simulation games for PC, consoles and mobile platforms."
Atari,https://www.atari.com/contact-support/,"PC, Console, Mobile",,,France,"Atari was created by Nolan Bushnell and Ted Dabney in 1972 and became a pioneer in arcade games, home video game consoles and home computers. Beloved and world-renowned Atari games including Pong®, Asteroids®, Missile Command® and many others helped define the gaming industry."
Autumn Games,http://www.autumngames.com/,"PC, Console",,,USA,"The official site for Autumn Games.  Includes news, game highlights, press and other company information."
Axolot Games,https://www.axolotgames.com/info/,PC,,,Sweden,"Based in Stockholm, Sweden, our mission at Axolot Games is to develop and publish finely-crafted, innovative interactive entertainment."
Badland Publishing,https://badlandpublishing.com/,"PC, Console",,,Spain,Badland Publishing | Badland Publishing embody the firm belief in the need to support international talent in the fields of videogame development.
Bitfrost Entertainment,https://bifrostent.com/,"PC, Console",,,Norway,Bifrost Entertainment develops and publishes the games we want to play. We develop original games and help other developers bring their games to new platforms.
Nacon,https://corporate.nacongaming.com/en/,"PC, Console, Mobile",,,Germany,"Founded in 2019 as a subsidiary of the Bigben group, Nacon specialises in two areas of the video game industry: video game publishing and gaming accessories."
Big Sugar,https://www.bigsugar.games/,"PC, Console",,,,Big Sugar is a new publisher that does what it wants.
Bilibili,https://game.bilibili.com/platform/,Mobile,,,China,bilibili游戏中心基于B站特有游戏社区文化而生，始终尊重玩家与创作者，为玩家提供游戏预约测试信息及各类游戏下载资源，我们将持续为大家带来海内外优秀游戏作品。
Broccoli,https://www.broccoli.co.jp/company/faq/faq.php,Console,,,Japan,株式会社ブロッコリー会社案内
Buka Entertainment,https://buka.com/publishing/,"PC, Console, Mobile",,,Russia,We have been publishing video games since 1994. We will help you to complete development and effectively present your video game to its target audience.
Ci Games,https://cigames.com/en/,"PC, Console",,,Poland,"We are a worldwide publisher, developer and distributor of interactive entertainment, with operation offices in Warsaw, New York, and Amsterdam. Our portfolio includes the highly acclaimed multi-million seller Lords of the Fallen and the Sniper Ghost Warrior franchise with over 7 million copies sold worldwide."
Coastsink,https://coatsink.com/partner,"PC, Console",,,UK,"We support our partners in different ways. Whether you're looking for temporary programming assistance or funding for your game, we might be able to help!"
Coconut Island,https://www.coconutislandgames.com/,PC,,,Japan,自2009年成立以来，我们致力于开发我们自己都爱不释手的各类原创游戏。我们的大部分成员都曾在 Konami，Autodesk 等业内著名公司工作过。我们的游戏曾获得过中国 IGF，Unity 金奖等殊荣。近期，我们的《决战喵星》以及《小小白日梦》更是成为国内首批登录 Xbox One 以及 PS 平台的游戏。
Crescent Moon Games,http://www.crescentmoongames.com/,"PC, Console, Mobile",,,,"Enjoy innovative and creative games for Android, iOS, PC, Steam, and XBox, all developed and published by Crescent Moon Games!"
Crytivo,https://crytivo.com/en/publishing,PC,,,USA,"The Crytivo Store is a Premium Game Distribution Platform, free from anti-consumer practices such as exploitative launch DLC, microtransactions, and gambling loot boxes. Crytivo believes in fair gaming and rewarding fans for their support."
Deck 13 Spotlight,https://spotlight.deck13.com/,"PC, Console",,,Germany,We are dedicated to helping independent developers bring their creations to market and into the hands of gamers. Find out what we can do for your game.
Digerati,https://www.digerati.games/#about,"PC, Console",,,,"As a publisher, Digerati is dedicated to helping independent developers bring their creations to market and into the hands of gamers. We take care of funding, distribution, marketing and production, leaving developers to focus on what they love – making incredible games and unique experiences."
Dispatch Games,https://readytodispatch.com/,Console,,,Japan,"Official Online Store for City Connection and Dispatch Games. Look for Nintendo Switch, Sony PlayStation4, Limited Editions, and more coming soon! Psyvariar Delta, Penguin Wars, Soldam."
DMM Games,https://games.dmm.com/,"PC, Console, Mobile",,,Japan,PC and smart playing free registration online game! It is a community service that you can play with your friends with interests through games. Let's advance the game advantageously while sharing information with colleagues!
Double Eleven,https://www.double11.com/publishing/,"PC, Console, Mobile",,,UK,"Double Eleven has a stellar industry reputation for bringing existing PC games to console. We handle multi-platform development, quality assurance & certification, release management, ratings, market planning, PR and sales life cycle."
Doublesided Games,https://doublesidedgames.com/,Console,,,France,Double Sided Games publishes new video games for retro computers.
East2West Games,https://east2west.cn/east2west_en/,"PC, Console, Mobile",,,China,"East2West Games is the most professional, reputable, and all in one game publisher for Western developers in China."
Excalibur Games,https://www.excalibur-games.com/contact-us/,"PC, Console",,,UK,"Whether you’re a developer looking for a publisher to help with the distribution of your games via retail and digital, or seeking a partner for a future project and have an interesting prototype to share with us, we’d love to hear from you."
FDG Entertainment,https://www.fdg-entertainment.com/,"PC, Console, Mobile",,,Germany,Hello! We are FDG. We're an independent games producing and publishing studio and love games from the bottom of our hearts.
